"TradingName","Address","PremisesUse","Ward","URL","lat","long","IssuedDate"
"Number 6 George Street","6 George Street London W1U 3QX","Type - Restaurant","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J7OSJVRPVP000","51.51813494","-.15204475","2007-02-22 00:00:00"
"Black & Blue","90-92 Wigmore Street London W1U 3RF","Type - Restaurant","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J7KXW1RPVP000","51.51611010","-.15137723","2007-03-14 00:00:00"
"Scandinavian Kitchen","Basement And Ground Floor 61 Great Titchfield Street London W1W 7PT","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=K17Z43RP10200","51.51879567","-.14093382","2011-11-23 00:00:00"
"The King's Arms","68 Great Titchfield Street London W1W 7QL","Type - Public house or pub restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MSK1N9RP1GC00","51.51854275","-.14029550","2013-10-04 00:00:00"
"Ping Pong","74-76 Westbourne Grove London W2 5SH","Type - Restaurant","Bayswater","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MV11Q0RP1FN00","51.51555030","-.19277877","2013-12-17 00:00:00"
"Theodore Bullfrog","26-30 John Adam Street London WC2N 6HL","Type - Public house or pub restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=L8DDHKRP0C200","51.50884968","-.12397385","2010-11-03 00:00:00"
"La Piazza","Ground Floor Flat A 29 Villiers Street London WC2N 6ND","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J4TE4ORP3P000","51.50815311","-.12371425","2007-01-27 00:00:00"
"Wellington Public House","351 Strand London WC2R 0HS","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MG3QNVRP1DX00","51.51144123","-.11958718","2013-02-13 00:00:00"
"Whistlestop Food & Wine","Unit 6 Charing Cross Station Strand London WC2N 5HS","Type - Shop","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LTFA45RP1DX00","51.50836855","-.12481501","2011-11-11 00:00:00"
"Lords Food And Wine","33 Strand London WC2N 5HZ","Type - Shop","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J0FLK4RPZ9000","51.50878562","-.12446644","2006-11-30 00:00:00"
"Diplomat Hotel","2 Chesham Street London SW1X 8DT","Type - Restaurant","Knightsbridge and Belgravia","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LSHJLLRP17S00","51.49645605","-.15560130","2011-11-11 00:00:00"
"Jays Village Store","63 Kinnerton Street London SW1X 8ED","Type - Shop","Knightsbridge and Belgravia","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JCA1DERPBP000","51.50134462","-.15710412","2007-11-08 00:00:00"
"Food & Wine","224 Kilburn Lane London W10 4BA","Type - Shop","Queen's Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MAJRCQRP17N00","51.53198021","-.21042444","2012-10-25 00:00:00"
"La Porte Des Indes","32 Bryanston Street London W1H 7EG","Type - Restaurant","Bryanston and Dorset Square","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JC0NXHRPBP000","51.51453872","-.15781114","2007-03-07 00:00:00"
"L'atelier Des Chefs","19 Wigmore Street London W1U 1PH","Type - Restaurant","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KZUD1IRP13L00","51.51649239","-.14710991","2010-06-24 00:00:00"
"The Pontefract Castle","71 Wigmore Street London W1U 1QA","Type - Public house or pub restaurant","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MKXJC5RP0R000","51.51590957","-.15063588","2013-04-30 00:00:00"
"Wagamama","101A Wigmore Street London W1U 1QR","Type - Restaurant","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MRF64KRP1GC00","51.51555152","-.15245198","2013-08-30 00:00:00"
"Blakemore Hotel","25-31 Leinster Gardens London W2 3WA","Type - Hotel, 3 star or under","Lancaster Gate","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=IZEP44RPBP000","51.51288794","-.18400644","2007-07-19 00:00:00"
"Sahara Restaurant","Basement And Ground Floor 39 Hereford Road London W2 4AB","Type - Restaurant","Bayswater","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J8IQY6RPAQ000","51.51489625","-.19410177","2007-02-21 00:00:00"
"Pizza Express","Ground Floor 147 Strand London WC2R 1JA","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MTS9O6RP1RW00","51.51148265","-.11824520","2013-11-08 00:00:00"
"Royal Opera House","Royal Opera House Covent Garden London","Type - Theatre","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LRRS36RP17S00","51.51305565","-.12269134","2011-10-19 00:00:00"
"Leon","Ground Floor 35-36 Great Marlborough Street London W1F 7JB","Type - Public house or pub restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MOLG8FRP0R000","51.51403920","-.13926829","2013-10-09 00:00:00"
"Hard Rock Cafe","150 Old Park Lane London W1K 1QZ","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MI2IJ3RP17S00","51.50397123","-.14915961","2013-04-19 00:00:00"
"Rathbone Hotel","30 Rathbone Street London W1T 1LB","Type - Hotel, 4+ star or major chain","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JCOJTPRPUQ000","51.51869013","-.13541765","2008-03-19 00:00:00"
"Holiday Inn Regent's Park Hotel","Holiday Inn Regent's Park Hotel Carburton Street London W1W 5EE","Type - Hotel, 4+ star or major chain","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LGRG1JRP1EH00","51.52269121","-.14275003","2011-03-10 00:00:00"
"Ryath Indian Restaurant","32 Norfolk Place London W2 1QH","Type - Restaurant","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J85SGORPVP000","51.51675845","-.17266796","2007-02-22 00:00:00"
"Sainsbury's","Unit R17 Paddington Station Praed Street London W2 1RH","Type - Shop","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LYZ59CRP1IC00","51.51648083","-.17678678","2012-04-02 00:00:00"
"Delice De France","Unit 19a Paddington Station Praed Street London W2 1RH","Type - Shop","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J59LPGRPUB000","51.51648083","-.17678678","2006-10-23 00:00:00"
"Marks & Spencer - Simply Food","Ground Floor Unit 1 Paddington Station Praed Street London W2 1RH","Type - Shop","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MLRNK7RP0R000","51.51648083","-.17678678","2013-09-19 00:00:00"
"Fountains Abbey Public House","109-111 Praed Street London W2 1RL","Type - Public house or pub restaurant","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=M314A9RP17S00","51.51688089","-.17302339","2012-06-30 00:00:00"
"Fountains Abbey","109-111 Praed Street London W2 1RL","Type - Public house or pub restaurant","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MT0BJ3RP1GC00","51.51688089","-.17302339","2013-12-31 00:00:00"
"Leicester Square Area","Leicester Square London WC2H 7LE","Type - Park / Open Space","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JGYA6RRP7B000","51.51000483","-.13042578","2012-09-14 00:00:00"
"Salieri Restaurant","376 Strand London WC2R 0LQ","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JA5NZPRP0Q000","51.51064492","-.12152225","2007-05-23 00:00:00"
"The Farmers Club","First Floor 3 Whitehall Court London SW1A 2EL","Type - Club or institution","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MR7H3RRP0R000","51.50552947","-.12441282","2013-09-17 00:00:00"
"Foreign & Commonwealth Offices Nursery","Canteen Foreign & Commonwealth Office King Charles Street London SW1A 2FA","Type - HQs and Institutional Offices","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KDIKZ8RP10200","51.50234376","-.12707954","2009-02-17 00:00:00"
"The Mango Tree","46 Grosvenor Place London SW1X 7EQ","Type - Restaurant","Knightsbridge and Belgravia","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=L8SCQVRP0C200","51.49826113","-.14746036","2010-10-04 00:00:00"
"Fornata","Basement And Ground Floor 15 - 16 Kingly Street London W1B 5PS","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=M153S3RP1IC00","51.51274420","-.13926341","2012-04-11 00:00:00"
"Meat Liquor","74 Welbeck Street London W1G 0AY","Type - Restaurant","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MIF4V9RP1DX00","51.51568346","-.14884344","2013-04-30 00:00:00"
"Be At One","94 Wimpole Street London W1G 0EH","Type - Pub or pub restaurant with lodge","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MRKQ1KRP0R000","51.51595911","-.14750628","2013-11-22 00:00:00"
"Cafe Rouge","9-11 Villiers Street London WC2N 6NA","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MOP58YRP0R000","51.50858723","-.12443136","2013-07-08 00:00:00"
"Champagne Charlies","17 The Arches London WC2N 6NG","Type - Wine bar","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=M5JQH3RP1IC00","51.50809688","-.12413447","2013-01-17 00:00:00"
"AP Food Express","21 - 22 Embankment Place London WC2N 6NN","Type - Food store","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LPROUZRP17S00","51.50847616","-.12479619","2011-08-31 00:00:00"
"BBC","Radio Accounts Department Broadcasting House Portland Place London W1B 1DJ","Type - Studio","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MB9VIXRP1GC00","51.51875484","-.14403444","2012-12-07 00:00:00"
"CHI Club","7-9 Rathbone Street London W1T 1LY","Type - Office","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J3030XRPBP000","51.51772838","-.13488039","2007-07-04 00:00:00"
"Newman Street Tavern","47 - 48 Newman Street London W1T 1QQ","Type - Pub or pub restaurant with lodge","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MDDV15RP1GC00","51.51888840","-.13657707","2013-02-21 00:00:00"
"Bradley's Spanish Bar","Ground Floor 42-44 Hanway Street London W1T 1UP","Type - Pub or pub restaurant with lodge","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LMVWG3RP10000","51.51654325","-.13273801","2011-08-26 00:00:00"
"Cheminee Restaurant","Basement And Ground Floor 17 Bouverie Place London W2 1RD","Type - Restaurant","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=M6FD78RP17S00","51.51725926","-.17191284","2012-08-20 00:00:00"
"Flames","175 Praed Street London W2 1RH","Type - Cafe","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J9SU2TRPQC000","51.51558738","-.17542442","2006-12-05 00:00:00"
"West Cornwall Pasty Company","Unit 26 Paddington Station Platform 1 Praed Street London W2 1RH","Type - Shop","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=L0TJO0RP1CU00","51.51648083","-.17678678","2010-05-25 00:00:00"
"McDonald's","Communications House 48 Leicester Square London WC2H 7LT","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MV4PBTRP0R000","51.51021818","-.13083496","2013-12-10 00:00:00"
"Richmond Arms Public House","1 Orchardson Street London NW8 8NG","Type - Public house or pub restaurant","Church Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MKSCPHRP0R000","51.52410919","-.17465135","2013-04-29 00:00:00"
"White Swan Public House","Flat Above The White Swan 14 Vauxhall Bridge Road London SW1V 2SA","Type - Public house or pub restaurant","Vincent Square","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MAULH2RP17S00","51.48994841","-.13136158","2012-12-04 00:00:00"
"Alumni Visitors Lounge & College Cafe","Imperial College Business School Exhibition Road London SW7 2AS","Type - Cafe","Knightsbridge and Belgravia","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MPM556RP0R000","51.49887159","-.17492503","2013-07-22 00:00:00"
"H Bar","Sherfield Building Imperial College Exhibition Road London SW7 2AZ","Type - Restaurant","Knightsbridge and Belgravia","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MQQXP8RP1GC00","51.49887159","-.17492503","2013-10-28 00:00:00"
"NOPI","21-22 Warwick Street London W1B 5NF","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LFBQ3LRP1EH00","51.51172512","-.13851229","2011-03-10 00:00:00"
"Two Floors","Ground Floor 3 Kingly Street London W1B 5PD","Type - Shop","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=M7PRN1RP1IC00","51.51226615","-.13860553","2012-09-19 00:00:00"
"Vabene","46-52 Brewer Street London W1F 9TF","Type - Shop (large)","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MRMDPORP0R000","51.51159134","-.13575074","2013-09-13 00:00:00"
"Princess Of Wales","27 Villiers Street London WC2N 6ND","Type - Public house or pub restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MV2SW8RP17S00","51.50821647","-.12374047","2013-11-12 00:00:00"
"Pearson Plc.","80 Strand London WC2R 0DE","Type - Office","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KYG245RP19700","51.51004974","-.12197906","2010-04-20 00:00:00"
