"EventDate","StreetName","lat","long","X","Y","Vomit","HumanFouling","blood","Urine"
"2013-05-08 00:00:00","NEW CAVENDISH STREET","51.5196256","-0.1455756","528761","181707","NO","Yes","NO","NO"
"2012-09-14 00:00:00","NEW CAVENDISH STREET","51.5196256","-0.1455756","528761","181707","Yes","NO","NO","NO"
"2013-01-12 00:00:00","CRAVEN STREET","51.5078324","-0.1255341","530185","180431","NO","Yes","NO","NO"
"2012-05-25 00:00:00","CRAVEN STREET","51.5078324","-0.1255341","530185","180431","NO","Yes","NO","NO"
"2013-03-06 00:00:00","LINHOPE STREET","51.5242509","-0.1617638","527625","182193","NO","Yes","NO","NO"
"2012-05-02 00:00:00","CHANCERY LANE","51.5149858","-0.1114265","531144","181251","NO","NO","NO","Yes"
"2012-08-14 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","Yes","NO","NO"
"2013-06-11 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","NO","NO","Yes"
"2012-07-23 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","NO","NO","Yes"
"2013-05-24 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","NO","NO","Yes"
"2012-05-21 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","Yes","NO","Yes"
"2012-05-21 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","Yes","NO","NO"
"2013-05-20 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","NO","NO","Yes"
"2013-05-20 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","NO","NO","Yes"
"2013-08-15 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","Yes","NO","NO","NO"
"2014-01-20 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","Yes","NO","NO"
"2012-09-17 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","NO","NO","Yes"
"2013-07-12 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","NO","NO","Yes"
"2014-01-31 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","Yes","NO","NO"
"2014-02-03 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","Yes","NO","NO"
"2013-05-16 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","NO","NO","Yes"
"2013-09-20 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","Yes","NO","Yes"
"2013-09-20 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","Yes","NO","NO"
"2013-09-23 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","Yes","NO","Yes"
"2013-06-13 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","NO","NO","Yes"
"2013-10-07 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","NO","NO","Yes"
"2013-10-12 00:00:00","SOUTH MOLTON STREET","51.5141752","-0.1490951","528532","181094","NO","Yes","NO","NO"
"2012-12-20 00:00:00","SPANISH PLACE","51.5171085","-0.1524666","528290","181415","NO","NO","NO","Yes"
"2013-09-26 00:00:00","ADAM STREET","51.5091175","-0.1215471","530458","180581","NO","NO","NO","Yes"
"2012-10-29 00:00:00","RUSSELL STREET","51.5122737","-0.1220946","530411","180931","Yes","NO","NO","Yes"
"2012-10-04 00:00:00","RUSSELL STREET","51.5122737","-0.1220946","530411","180931","NO","NO","NO","Yes"
"2013-08-23 00:00:00","STRUTTON GROUND","51.4966256","-0.1336809","529652","179170","NO","Yes","NO","NO"
"2013-05-02 00:00:00","MASON'S YARD","51.5074460","-0.1374891","529357","180366","NO","Yes","NO","NO"
"2013-11-06 00:00:00","MASON'S YARD","51.5074460","-0.1374891","529357","180366","NO","NO","NO","Yes"
"2013-11-08 00:00:00","MASON'S YARD","51.5074460","-0.1374891","529357","180366","NO","NO","NO","Yes"
"2013-06-06 00:00:00","MASON'S YARD","51.5074460","-0.1374891","529357","180366","NO","NO","NO","Yes"
"2013-12-01 00:00:00","MASON'S YARD","51.5074460","-0.1374891","529357","180366","NO","NO","NO","Yes"
"2012-09-18 00:00:00","MASON'S YARD","51.5074460","-0.1374891","529357","180366","NO","Yes","NO","NO"
"2013-10-24 00:00:00","MASON'S YARD","51.5074460","-0.1374891","529357","180366","NO","NO","NO","Yes"
"2013-10-24 00:00:00","MASON'S YARD","51.5074460","-0.1374891","529357","180366","NO","NO","NO","Yes"
"2012-11-20 00:00:00","MASON'S YARD","51.5074460","-0.1374891","529357","180366","NO","Yes","NO","Yes"
"2014-01-21 00:00:00","MASON'S YARD","51.5074460","-0.1374891","529357","180366","NO","Yes","NO","NO"
"2014-01-21 00:00:00","MASON'S YARD","51.5074460","-0.1374891","529357","180366","NO","Yes","NO","Yes"
"2013-10-17 00:00:00","MASON'S YARD","51.5074460","-0.1374891","529357","180366","NO","Yes","NO","NO"
"2013-10-17 00:00:00","MASON'S YARD","51.5074460","-0.1374891","529357","180366","Yes","Yes","NO","NO"
"2013-10-24 00:00:00","MASON'S YARD","51.5074460","-0.1374891","529357","180366","NO","NO","NO","Yes"
"2013-07-06 00:00:00","ST MARTIN'S COURT","51.5112235","-0.1284068","529976","180803","NO","Yes","NO","Yes"
"2012-07-21 00:00:00","ST MARTIN'S COURT","51.5112235","-0.1284068","529976","180803","NO","Yes","NO","NO"
"2012-07-24 00:00:00","ST MARTIN'S COURT","51.5112235","-0.1284068","529976","180803","NO","Yes","NO","NO"
"2012-07-25 00:00:00","ST MARTIN'S COURT","51.5112235","-0.1284068","529976","180803","NO","NO","NO","Yes"
"2012-09-18 00:00:00","ST MARTIN'S COURT","51.5112235","-0.1284068","529976","180803","Yes","NO","NO","NO"
"2013-04-17 00:00:00","ST MARTIN'S COURT","51.5112235","-0.1284068","529976","180803","Yes","NO","NO","NO"
"2012-07-28 00:00:00","ST MARTIN'S COURT","51.5112235","-0.1284068","529976","180803","NO","NO","NO","Yes"
"2013-09-21 00:00:00","LEICESTER COURT","51.5111371","-0.1291886","529922","180792","Yes","NO","NO","NO"
"2012-12-28 00:00:00","LEICESTER COURT","51.5111371","-0.1291886","529922","180792","Yes","NO","NO","NO"
"2012-07-11 00:00:00","BANBURY COURT","51.5122009","-0.1248502","530220","180918","NO","Yes","NO","NO"
"2012-11-17 00:00:00","BANBURY COURT","51.5122009","-0.1248502","530220","180918","NO","NO","NO","Yes"
"2013-02-27 00:00:00","BANBURY COURT","51.5122009","-0.1248502","530220","180918","NO","Yes","NO","NO"
"2012-10-23 00:00:00","BANBURY COURT","51.5122009","-0.1248502","530220","180918","Yes","NO","NO","NO"
"2012-10-24 00:00:00","BANBURY COURT","51.5122009","-0.1248502","530220","180918","NO","NO","NO","Yes"
"2013-05-27 00:00:00","BANBURY COURT","51.5122009","-0.1248502","530220","180918","NO","NO","NO","Yes"
"2013-04-08 00:00:00","BANBURY COURT","51.5122009","-0.1248502","530220","180918","NO","Yes","NO","Yes"
"2013-02-17 00:00:00","BANBURY COURT","51.5122009","-0.1248502","530220","180918","NO","NO","NO","Yes"
"2013-04-22 00:00:00","BANBURY COURT","51.5122009","-0.1248502","530220","180918","NO","NO","NO","Yes"
"2012-09-22 00:00:00","HUNGERFORD BRIDGE","51.5073865","-0.1229585","530365","180386","NO","NO","NO","Yes"
"2012-09-22 00:00:00","HUNGERFORD BRIDGE","51.5073865","-0.1229585","530365","180386","NO","NO","NO","Yes"
"2012-09-04 00:00:00","HUNGERFORD BRIDGE","51.5073865","-0.1229585","530365","180386","NO","NO","NO","Yes"
"2012-10-23 00:00:00","SOUTH MOLTON PASSAGE","51.5137278","-0.1485104","528574","181046","NO","NO","NO","Yes"
"2013-04-11 00:00:00","SOUTH MOLTON PASSAGE","51.5137278","-0.1485104","528574","181046","NO","NO","NO","Yes"
"2012-05-31 00:00:00","SOUTH MOLTON PASSAGE","51.5137278","-0.1485104","528574","181046","NO","NO","NO","Yes"
"2012-06-20 00:00:00","SOUTH MOLTON PASSAGE","51.5137278","-0.1485104","528574","181046","NO","Yes","NO","NO"
"2012-05-25 00:00:00","SOUTH MOLTON PASSAGE","51.5137278","-0.1485104","528574","181046","NO","Yes","NO","Yes"
"2012-09-10 00:00:00","BOW STREET","51.5126553","-0.1212141","530471","180975","Yes","NO","NO","NO"
"2013-09-30 00:00:00","BUCKINGHAM STREET","51.5086783","-0.1238853","530297","180528","NO","Yes","NO","NO"
"2013-12-03 00:00:00","BUCKINGHAM STREET","51.5086783","-0.1238853","530297","180528","NO","Yes","NO","NO"
"2013-02-12 00:00:00","BUCKINGHAM STREET","51.5086783","-0.1238853","530297","180528","NO","NO","NO","Yes"
"2013-03-18 00:00:00","BUCKINGHAM STREET","51.5086783","-0.1238853","530297","180528","NO","Yes","NO","NO"
"2013-03-02 00:00:00","BUCKINGHAM STREET","51.5086783","-0.1238853","530297","180528","NO","Yes","NO","NO"
"2012-09-17 00:00:00","BUCKINGHAM STREET","51.5086783","-0.1238853","530297","180528","NO","NO","NO","Yes"
"2012-05-08 00:00:00","DANSEY PLACE","51.5116275","-0.1323103","529704","180841","NO","Yes","NO","NO"
"2013-08-27 00:00:00","DANSEY PLACE","51.5116275","-0.1323103","529704","180841","NO","Yes","NO","NO"
"2012-09-03 00:00:00","DANSEY PLACE","51.5116275","-0.1323103","529704","180841","NO","NO","NO","Yes"
"2013-06-01 00:00:00","DANSEY PLACE","51.5116275","-0.1323103","529704","180841","NO","Yes","NO","Yes"
"2012-05-29 00:00:00","ARGYLL STREET","51.5140109","-0.1402549","529146","181092","NO","NO","NO","Yes"
"2012-12-30 00:00:00","BEAR STREET","51.5108998","-0.1284057","529977","180767","Yes","NO","NO","NO"
"2012-05-15 00:00:00","SEVINGTON STREET","51.5250056","-0.1923961","525498","182224","NO","Yes","NO","NO"
"2013-12-02 00:00:00","PENFOLD STREET","51.5234567","-0.1725209","526881","182086","Yes","NO","NO","NO"
"2013-02-18 00:00:00","PENFOLD STREET","51.5234567","-0.1725209","526881","182086","Yes","NO","NO","NO"
"2012-07-27 00:00:00","PENFOLD STREET","51.5234567","-0.1725209","526881","182086","NO","Yes","Yes","NO"
"2012-07-15 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-03-10 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-03-10 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-01-13 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-05-03 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-05-06 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-07-31 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-08-04 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","Yes"
"2013-05-21 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-08-16 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-11-01 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","Yes","NO","NO","NO"
"2014-02-12 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-02-03 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-05-17 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-05-19 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-05-19 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","Yes"
"2013-05-20 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-07-19 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-07-20 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-01-02 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-10-23 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-01-03 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-01-05 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","Yes","NO","NO","NO"
"2013-01-05 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","Yes","NO","NO","NO"
"2013-01-06 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-01-07 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","Yes","NO","NO","NO"
"2013-01-08 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-03-31 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-07-13 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2012-05-02 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-02-18 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-02-19 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-09-10 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","Yes","NO","NO","Yes"
"2013-07-12 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-10-10 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-10-11 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2012-08-01 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2012-08-04 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-02-14 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-12-22 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2012-06-19 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-03-01 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","Yes","NO","NO","NO"
"2013-03-03 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-03-04 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2013-09-22 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","NO","NO","Yes"
"2012-09-22 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","NO","Yes","NO","NO"
"2013-03-17 00:00:00","ST ALBAN'S STREET","51.5092523","-0.1333730","529637","180575","Yes","NO","NO","NO"
"2012-06-22 00:00:00","WILLOW PLACE","51.4936225","-0.1384345","529330","178828","NO","Yes","NO","NO"
"2013-01-10 00:00:00","CONNAUGHT SQUARE","51.5147428","-0.1644529","527465","181131","Yes","NO","NO","NO"
"2014-01-26 00:00:00","GLASSHOUSE STREET","51.5103707","-0.1352728","529502","180696","Yes","NO","NO","NO"
"2012-12-11 00:00:00","GLASSHOUSE STREET","51.5103865","-0.1382435","529296","180692","Yes","NO","NO","NO"
"2012-11-05 00:00:00","GRITTLETON ROAD","51.5256290","-0.1960907","525240","182287","NO","NO","NO","Yes"
"2012-08-05 00:00:00","NORTHUMBERLAND AVENUE","51.5067210","-0.1231922","530351","180311","NO","Yes","NO","NO"
"2012-09-24 00:00:00","NORTHUMBERLAND AVENUE","51.5067210","-0.1231922","530351","180311","NO","Yes","NO","NO"
"2012-10-16 00:00:00","SACKVILLE STREET","51.5102677","-0.1389807","529245","180678","NO","NO","NO","Yes"
"2013-12-01 00:00:00","SACKVILLE STREET","51.5102677","-0.1389807","529245","180678","Yes","NO","NO","NO"
"2014-01-20 00:00:00","SACKVILLE STREET","51.5102677","-0.1389807","529245","180678","NO","Yes","NO","NO"
"2013-10-04 00:00:00","SACKVILLE STREET","51.5102677","-0.1389807","529245","180678","NO","Yes","NO","NO"
"2012-11-05 00:00:00","SACKVILLE STREET","51.5102677","-0.1389807","529245","180678","NO","NO","NO","Yes"
"2013-06-06 00:00:00","CECIL COURT","51.5107018","-0.1283994","529978","180745","NO","NO","NO","Yes"
"2013-05-13 00:00:00","CECIL COURT","51.5107018","-0.1283994","529978","180745","NO","Yes","NO","NO"
"2013-12-21 00:00:00","CECIL COURT","51.5107018","-0.1283994","529978","180745","NO","Yes","NO","NO"
"2012-09-01 00:00:00","CECIL COURT","51.5107018","-0.1283994","529978","180745","NO","Yes","NO","Yes"
"2013-10-23 00:00:00","CECIL COURT","51.5107018","-0.1283994","529978","180745","NO","Yes","NO","NO"
"2012-08-16 00:00:00","EXCHANGE COURT","51.5099454","-0.1232712","530336","180670","Yes","NO","NO","NO"
"2012-07-23 00:00:00","EXCHANGE COURT","51.5099454","-0.1232712","530336","180670","Yes","NO","NO","Yes"
"2012-10-22 00:00:00","EXCHANGE COURT","51.5099454","-0.1232712","530336","180670","Yes","Yes","NO","NO"
"2014-01-07 00:00:00","EXCHANGE COURT","51.5099454","-0.1232712","530336","180670","NO","Yes","NO","NO"
"2012-09-07 00:00:00","LONG'S COURT","51.5097206","-0.1300249","529868","180633","Yes","NO","NO","NO"
"2013-04-01 00:00:00","LONG'S COURT","51.5097206","-0.1300249","529868","180633","NO","NO","NO","Yes"
"2013-07-19 00:00:00","LONG'S COURT","51.5097206","-0.1300249","529868","180633","NO","NO","NO","Yes"
"2012-06-15 00:00:00","CONNAUGHT PLACE","51.5138195","-0.1612980","527687","181033","NO","Yes","NO","NO"
"2013-07-11 00:00:00","CONNAUGHT PLACE","51.5138195","-0.1612980","527687","181033","NO","Yes","NO","Yes"
"2012-08-06 00:00:00","CONNAUGHT PLACE","51.5138195","-0.1612980","527687","181033","NO","Yes","NO","NO"
"2013-04-19 00:00:00","CONNAUGHT PLACE","51.5138195","-0.1612980","527687","181033","NO","Yes","NO","NO"
"2013-04-19 00:00:00","CONNAUGHT PLACE","51.5138195","-0.1612980","527687","181033","NO","Yes","NO","NO"
"2014-01-26 00:00:00","ENBROOK STREET","51.5279512","-0.2103148","524247","182521","NO","NO","NO","Yes"
"2013-08-14 00:00:00","GOSFIELD STREET","51.5190317","-0.1415201","529044","181648","NO","Yes","NO","NO"
"2013-06-10 00:00:00","ST MATTHEW STREET","51.4975155","-0.1332909","529676","179270","NO","Yes","NO","NO"
"2013-05-10 00:00:00","ST MATTHEW STREET","51.4975155","-0.1332909","529676","179270","NO","Yes","NO","NO"
"2013-05-30 00:00:00","ST MATTHEW STREET","51.4975155","-0.1332909","529676","179270","NO","Yes","NO","NO"
"2013-06-03 00:00:00","ST MATTHEW STREET","51.4975155","-0.1332909","529676","179270","NO","Yes","NO","Yes"
"2012-12-08 00:00:00","ST MATTHEW STREET","51.4975155","-0.1332909","529676","179270","NO","Yes","NO","NO"
"2013-05-17 00:00:00","ST MATTHEW STREET","51.4975155","-0.1332909","529676","179270","NO","Yes","NO","NO"
"2013-05-20 00:00:00","ST MATTHEW STREET","51.4975155","-0.1332909","529676","179270","NO","Yes","NO","NO"
"2013-08-18 00:00:00","ST MATTHEW STREET","51.4975155","-0.1332909","529676","179270","NO","Yes","NO","NO"
"2013-10-19 00:00:00","GREAT PULTENEY STREET","51.5116138","-0.1354094","529489","180834","NO","Yes","NO","NO"
"2012-12-31 00:00:00","DEVEREUX COURT","51.5126376","-0.1128270","531053","180988","NO","Yes","NO","NO"
"2013-01-02 00:00:00","DEVEREUX COURT","51.5126376","-0.1128270","531053","180988","NO","Yes","NO","NO"
"2012-07-18 00:00:00","DEVEREUX COURT","51.5126376","-0.1128270","531053","180988","NO","Yes","NO","NO"
"2013-06-19 00:00:00","GEORGE COURT","51.5089410","-0.1234422","530327","180558","Yes","NO","NO","NO"
"2013-12-22 00:00:00","GEORGE COURT","51.5089410","-0.1234422","530327","180558","NO","Yes","NO","NO"
"2013-02-28 00:00:00","GEORGE COURT","51.5089410","-0.1234422","530327","180558","NO","Yes","NO","NO"
"2012-10-09 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","NO","NO","Yes"
"2012-10-11 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","NO","NO","Yes"
"2013-05-05 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","NO","NO","Yes"
"2012-11-14 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","Yes","NO","Yes"
"2012-11-15 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","NO","NO","Yes"
"2012-10-26 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","Yes","NO","NO","NO"
"2012-09-18 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","NO","NO","Yes"
"2013-04-20 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","NO","NO","Yes"
"2013-04-22 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","Yes","NO","NO"
"2013-10-20 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","Yes","NO","NO"
"2012-11-01 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","NO","NO","Yes"
"2013-05-12 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","NO","NO","Yes"
"2013-08-23 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","Yes","NO","NO","NO"
"2012-09-05 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","Yes","NO","Yes"
"2013-03-03 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","NO","NO","Yes"
"2012-11-07 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","NO","NO","Yes"
"2012-09-15 00:00:00","CONDUIT COURT","51.5119582","-0.1254223","530181","180890","NO","NO","NO","Yes"
"2013-02-22 00:00:00","TAVISTOCK COURT","51.5116350","-0.1215156","530453","180861","NO","NO","NO","Yes"
"2013-01-23 00:00:00","TAVISTOCK COURT","51.5116350","-0.1215156","530453","180861","NO","NO","NO","Yes"
"2013-01-28 00:00:00","TAVISTOCK COURT","51.5116350","-0.1215156","530453","180861","NO","NO","NO","Yes"
"2012-10-24 00:00:00","TAVISTOCK COURT","51.5116350","-0.1215156","530453","180861","NO","Yes","NO","NO"
"2012-09-10 00:00:00","TAVISTOCK COURT","51.5116350","-0.1215156","530453","180861","NO","NO","NO","Yes"
"2013-02-15 00:00:00","TAVISTOCK COURT","51.5116350","-0.1215156","530453","180861","NO","NO","NO","Yes"
"2012-11-12 00:00:00","BOTTS MEWS","51.5154444","-0.1951818","525331","181156","NO","Yes","NO","NO"
"2013-11-19 00:00:00","BOTTS MEWS","51.5154444","-0.1951818","525331","181156","NO","Yes","NO","NO"
"2012-10-24 00:00:00","BOTTS MEWS","51.5154444","-0.1951818","525331","181156","NO","Yes","NO","NO"
"2013-08-27 00:00:00","BOTTS MEWS","51.5154444","-0.1951818","525331","181156","NO","Yes","NO","Yes"
"2013-06-18 00:00:00","BOTTS MEWS","51.5154444","-0.1951818","525331","181156","NO","NO","NO","Yes"
"2013-09-21 00:00:00","BOTTS MEWS","51.5154444","-0.1951818","525331","181156","NO","NO","NO","Yes"
"2013-09-21 00:00:00","BOTTS MEWS","51.5154444","-0.1951818","525331","181156","NO","NO","NO","Yes"
"2013-06-25 00:00:00","BOTTS MEWS","51.5154444","-0.1951818","525331","181156","NO","Yes","NO","NO"
"2012-08-27 00:00:00","BOTTS MEWS","51.5154444","-0.1951818","525331","181156","NO","NO","NO","Yes"
"2012-08-28 00:00:00","BOTTS MEWS","51.5154444","-0.1951818","525331","181156","NO","NO","NO","Yes"
"2013-12-06 00:00:00","BOTTS MEWS","51.5154444","-0.1951818","525331","181156","NO","Yes","NO","NO"
"2013-05-13 00:00:00","BOTTS MEWS","51.5154444","-0.1951818","525331","181156","NO","Yes","NO","NO"
"2013-11-25 00:00:00","BOTTS MEWS","51.5154444","-0.1951818","525331","181156","NO","Yes","NO","NO"
"2013-10-26 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","Yes","NO","NO","NO"
"2013-10-26 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","Yes","NO","NO","NO"
"2012-07-05 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","NO","NO","NO","Yes"
"2012-07-12 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","Yes","NO","NO","NO"
"2012-07-12 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","Yes","NO","NO","NO"
"2013-06-30 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","Yes","NO","NO","Yes"
"2013-05-18 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","Yes","NO","NO","NO"
"2013-11-03 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","Yes","NO","NO","NO"
"2013-07-14 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","NO","Yes","NO","NO"
"2013-07-14 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","Yes","NO","NO","NO"
"2012-07-17 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","Yes","NO","NO","NO"
"2012-07-17 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","Yes","NO","NO","NO"
"2012-07-26 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","NO","NO","NO","Yes"
"2012-07-28 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","NO","NO","NO","Yes"
"2012-09-10 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","NO","NO","NO","Yes"
"2013-09-22 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","Yes","NO","NO","NO"
"2012-09-19 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","Yes","NO","NO","Yes"
"2012-09-22 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","NO","NO","NO","Yes"
"2014-01-02 00:00:00","ADELAIDE STREET","51.5091421","-0.1258982","530156","180576","Yes","NO","NO","NO"
